"","blue","green","nir","pixelCount","red","sat","swir1","swir2","date","chl_a","clouds","landsat_id","pwater","COMID","lagoslakeid","lake_lat_decdeg","lake_lon_decdeg","lake_elevation_m","ws_zoneid","hu12_zoneid","Tmean8110Cat","ClayCat","SandCat","OmCat","PermCat","RckdepCat","BFICat","CatAreaSqKm","PctAg2006Slp10Cat","NPDESDensCat","HydrlCondCat","PctImp2006Cat","PctUrbLo2006Cat","PctUrbMd2006Cat","PctUrbHi2006Cat","PctDecid2006Cat","PctConif2006Cat","PctMxFst2006Cat","PctCrop2006Cat","PctWdWet2006Cat","PctHbWet2006Cat","KffactCat","NO3_2008Cat","RunoffCat","WtDepCat","WetIndexCat","geometry","daily_temp","weatherID","number","wind","site_id","mean_temp_14_day","mean_temp_7_day"
"1141",219,270,298,4,172,5,141,95,2011-08-12,2,17,"LT05_L1TP_041026_20110812_20160831_01_T1",58,24347781,459979,48.3589,-114.46706,944.6,459979,"hu12_69219",6,20,28,0,3,152,76,4,0,0,0.255895678,8,0,0,0,0,90,0,0,1,1,0.4,2,351,182,696,"c(-114.46785, 48.36017)",NA,NA,NA,NA,NA,NA,NA
"1142",219,228,200,36,167,7,56,17,2011-08-04,0.2,2,"LE07_L1TP_041026_20110804_20160913_01_T1",81,120054074,457598,48.58755,-114.63716,973.3,457598,"hu12_69202",5,16,39,0,7,152,75.00243772,12,0,0,81.77787018,8,0,0,0,0,77,0,0,0,0,0.4,2,351,172,898,"c(-114.65423, 48.60327)",20.953125,"nldas_x82_y188",15190,0.213867188,"67973446",19.159375,19.7978515625
"1143",158,129,150,42,45,7,42,21,2011-08-20,2.1,0,"LE07_L1TP_041026_20110820_20160913_01_T1",92,24347521,458460,48.67185,-114.73145,1110.2,458460,"hu12_69200",5,14,37,1,4,146,74,2,0,0,66.69339509,NA,0,0,0,1,76,0,0,0,0,0.3,3,351,183,526,"c(-114.72211, 48.66819)",17.8671875,"nldas_x82_y189",15206,-1.59375,"67973268",19.665625,18.8017578125
"1144",156,127,188,38,43,7,41,21,2011-08-20,0.6,0,"LE07_L1TP_041026_20110820_20160913_01_T1",91,24347517,459603,48.67569,-114.72405,1124.5,459603,"hu12_69200",4,13,36,1,5,135,74,1,0,0,68.60482177,8,0,0,0,1,87,0,0,0,0,0.3,4,351,183,678,"c(-114.7248, 48.67711)",18.375,"nldas_x82_y189",15206,-1.59375,"67973286",19.4484375,18.642578125
"1145",303,215,110,19,46,7,28,15,2011-08-04,2.9,2,"LE07_L1TP_041026_20110804_20160913_01_T1",94,22887245,459448,48.71144,-114.8167,948.6,459448,"hu12_68557",5,16,32,1,4,141,74,11,0,0,30.93707296,5,1,0,0,1,71,0,0,0,0,0.2,3,283,183,928,"c(-114.81444, 48.70962)",21.296875,"nldas_x81_y189",15190,0.1953125,"60175816",19.4098958333333,19.9990234375
"1146",269,225,142,138,105,5,34,44,2006-07-13,1.6,25,"LT05_L1TP_041026_20060713_20160909_01_T1",94,22887197,459962,48.7347,-114.85841,914.4,459962,"hu12_68557",6,20,29,0,3,152,74,4,0,0,81.77787018,5,2,0,0,1,77,0,0,0,0,0.4,2,280,183,895,"c(-114.85915, 48.73537)",20.7265625,"nldas_x81_y189",13342,3.05078125,"60175760",22.0921875,22.0078125
"1147",332,329,337,20,197,7,69,36,2006-08-06,1.9,0,"LE07_L1TP_041026_20060806_20160924_01_T1",94,22887197,459962,48.7347,-114.85841,914.4,459962,"hu12_68557",6,20,29,0,3,152,74,4,0,0,81.77787018,5,2,0,0,1,77,0,0,0,0,0.4,2,280,183,895,"c(-114.85915, 48.73537)",21.171875,"nldas_x81_y189",13366,1.122070313,"60175760",22.1265625,20.9716796875
"1148",479,511,175,132,207,5,57,54,2005-07-26,0.3,11,"LT05_L1TP_041026_20050726_20160912_01_T1",98,9305032,317008,48.78042,-113.67587,1488.2,317008,"hu12_68296",2,21,32,1,5,125,66.93811275,4,0,0,0.015159819,NA,0,0,0,0,51,0,0,0,0,0.3,6,968,183,720,"c(-113.67401, 48.78175)",16.0625,"nldas_x90_y190",12990,1.659179688,"136325071",15.2239583333333,15.642578125
"1149",227,274,249,68,174,5,108,55,2005-07-26,0.6,11,"LT05_L1TP_041026_20050726_20160912_01_T1",96,9305012,317089,48.79613,-113.70642,1549.2,317089,"hu12_68296",3,20,32,1,5,115,67,1,0,0,0.025474148,NA,0,0,0,2,70,0,0,0,0,0.3,7,968,183,704,"c(-113.70673, 48.79653)",16.1484375,"nldas_x90_y190",12990,1.659179688,"136324989",15.3083333333333,15.6611328125
"1150",360,509,472,1,459,5,663,447,2005-07-26,0.3,11,"LT05_L1TP_041026_20050726_20160912_01_T1",97,9305010,317064,48.7977,-113.68525,1507.1,317064,"hu12_68296",3,25,31,1,4,144,67,0,0,0,0.013059306,NA,0,0,0,2,86,0,0,0,0,0.3,7,968,183,753,"c(-113.68431, 48.79798)",15.9453125,"nldas_x90_y190",12990,1.659179688,"136324995",15.1744791666667,15.4228515625
"1151",397,304,165,138,132,5,29,17,2007-08-01,0.24,7,"LT05_L1TP_041026_20070801_20160907_01_T1",97,9301511,317084,48.97878,-114.02206,1606.2,317084,"hu12_68308",1,13,32,1,6,111,68.05725922,4,0,0,0.017209001,NA,0,0,0,0,42,1,0,0,0,0.2,8,968,183,767,"c(-114.021839887, 48.9790285544)",17.4375,"nldas_x87_y191",13726,-0.376953125,"133435083",19.3192708333333,19.11328125
"1152",234,288,318,57,197,5,157,89,2003-06-19,3.2,21,"LT05_L1TP_041027_20030619_20160915_01_T1",90,22927136,458280,47.07758,-113.22275,1260.5,458280,"hu12_68864",5,15,39,1,6,152,73,2,0.936170213,0,0.66398456,0,0,0,0,0,39,0,0,13,2,0.3,2,234,174,599,"c(-113.220341270599, 47.0791050731705)",19.6796875,"nldas_x94_y176",12222,-0.89453125,"59482255",17.171875,18.271484375
"1153",757,818,857,1,685,7,577,387,2007-08-25,9.173,12,"LE07_L1TP_041027_20070825_20160919_01_T1",94,22926950,457600,47.0866,-113.39737,1196,457600,"hu12_68886",5,15,40,1,6,152,73.19649662,13,0,0,4.916621164,5,1,0,0,0,67,0,0,1,0,0.3,2,234,183,843,"c(-113.407525286, 47.0994565427)",18.171875,"nldas_x92_y176",13750,2.020507813,"59484927",19.4661458333333,18.5576171875
"1154",238,274,271,115,184,5,80,52,2003-06-19,2.4,21,"LT05_L1TP_041027_20030619_20160915_01_T1",95,22926950,457600,47.0866,-113.39737,1196,457600,"hu12_68886",5,15,40,1,6,152,73.19649662,13,0,0,4.916621164,5,1,0,0,0,67,0,0,1,0,0.3,2,234,183,843,"c(-113.418965152497, 47.1060465135977)",19.09375,"nldas_x92_y176",12222,-0.643554688,"59484927",16.9203125,17.8916015625
"1155",181,164,217,82,153,5,133,88,2006-07-13,0.2,23,"LT05_L1TP_041027_20060713_20160909_01_T1",89,22926658,457888,47.28822,-113.65023,1449,457888,"hu12_68880",4,14,40,1,4,150,75,2,0,0,64.82142001,8,0,0,0,1,65,0,0,0,0,0.4,6,234,183,763,"c(-113.64991, 47.28826)",19.78125,"nldas_x90_y178",13342,1.146484375,"59476621",20.4786458333333,20.6181640625
"1156",284,270,245,137,182,7,66,35,2004-08-16,0.833,40,"LE07_L1TP_041027_20040816_20160927_01_T1",95,22926630,458998,47.31244,-113.58015,1243.6,458998,"hu12_68882",5,17,36,1,4,151,75,6,0.014072615,0,81.77787018,6,0,0,0,0,68,0,0,1,0,0.4,3,234,180,922,"c(-113.58369414886, 47.3163247564157)",19.8125,"nldas_x91_y178",12646,0.690429688,"59476053",19.7744791666667,19.44921875
"1157",458,538,741,137,488,5,500,386,2005-06-24,0.3,34,"LT05_L1TP_041027_20050624_20160912_01_T1",95,22926630,458998,47.31244,-113.58015,1243.6,458998,"hu12_68882",5,17,36,1,4,151,75,6,0.014072615,0,81.77787018,6,0,0,0,0,68,0,0,1,0,0.4,3,234,180,922,"c(-113.58369414886, 47.3163247564157)",17.2265625,"nldas_x91_y178",12958,0.1640625,"59476053",15.496875,16.7744140625
"1158",348,299,288,82,201,7,91,61,2004-08-16,0.238,40,"LE07_L1TP_041027_20040816_20160927_01_T1",95,24353642,458326,47.39031,-113.73408,1436.3,458326,"hu12_69230",5,13,36,1,6,133,76.78022923,16,0,0,0.017209001,8,0,0,0,0,76,0,0,1,0,0.3,4,611,183,887,"c(-113.7391, 47.3747)",20.3046875,"nldas_x90_y179",12646,1.364257813,"63760109",20.084375,20.03125
"1159",580,563,332,86,352,5,149,86,2007-08-01,2.933,3,"LT05_L1TP_041027_20070801_20160907_01_T1",95,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.08194, 47.79273)",23.046875,"nldas_x86_y183",13726,-0.731445313,"60787405",23.7203125,23.46484375
"1160",281,342,141,86,172,5,36,56,2008-08-03,2.543,35,"LT05_L1TP_041027_20080803_20160905_01_T1",95,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.08194, 47.79273)",19.6640625,"nldas_x86_y183",14094,-0.193359375,"60787405",19.9911458333333,20.0615234375
"1161",824,841,729,137,731,5,270,190,1992-06-04,1.35,45,"LT05_L1TP_041027_19920604_20160929_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.065278, 47.868056)",14.2109375,"nldas_x86_y183",8190,-0.458984375,"60787405",13.5552083333333,14.4140625
"1162",579,478,389,4,428,5,278,262,1991-09-22,1.31,34,"LT05_L1TP_041027_19910922_20161001_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.065278, 47.868056)",15.921875,"nldas_x86_y183",7934,1.42578125,"60787405",17.6854166666667,16.9453125
"1163",-407,-672,-115.6029305,137,-480,5,190,208,2010-01-13,0.7,39,"LT05_L1TP_041027_20100113_20160902_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.065278, 47.868056)",3.8125,"nldas_x86_y183",14622,1.393554688,"60787405",3.4265625,2.9921875
"1164",624,602,440,95,411,5,123,85,2007-08-01,12.919,3,"LT05_L1TP_041027_20070801_20160907_01_T1",96,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.033518, 47.87287)",23.046875,"nldas_x86_y183",13726,-0.731445313,"60787405",23.7203125,23.46484375
"1165",216,252.5172568,169,95,129,5,57,54,2008-08-03,21.961,35,"LT05_L1TP_041027_20080803_20160905_01_T1",96,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.033518, 47.87287)",19.6640625,"nldas_x86_y183",14094,-0.193359375,"60787405",19.9911458333333,20.0615234375
"1166",393,419,341,137,356,5,60,18,1993-04-20,0.32,11,"LT05_L1TP_041027_19930420_20160928_01_T1",97,24352958,459069,47.93299,-113.87356,970.7,459069,"hu12_69250",6,15,37,1,6,144,72.74631361,52,0.031336502,0,30.19864005,6,0,0,0,7,56,1,0,2,2,0.3,3,611,180,998,"c(-113.875, 47.9375)",7.40625,"nldas_x88_y183",8510,1.497070313,"63757875",6.94895833333333,7.322265625
"1167",320,292,292,140,216,7,166,140,2012-10-09,1.2,17,"LE07_L1TP_041027_20121009_20160910_01_T1",97,24352958,459069,47.93299,-113.87356,970.7,459069,"hu12_69250",6,15,37,1,6,144,72.74631361,52,0.031336502,0,30.19864005,6,0,0,0,7,56,1,0,2,2,0.3,3,611,180,998,"c(-113.8783, 47.9429)",13.609375,"nldas_x88_y183",15622,-0.310546875,"63757875",14.675,13.783203125
"1168",212,188,86,88,77,7,34,18,2011-08-04,1.2,1,"LE07_L1TP_041027_20110804_20160913_01_T1",95,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.19223, 48.0072)",19.9375,"nldas_x86_y183",15190,0.217773438,"60787405",18.2447916666667,18.466796875
"1169",301,381,136,138,166,5,33,19,2011-08-12,2,10,"LT05_L1TP_041027_20110812_20160831_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.13678, 48.03989)",21.140625,"nldas_x86_y183",15198,1.643554688,"60787405",19.8625,20.982421875
"1170",265,248,124,115,112,7,58,42,2011-08-04,1.6,1,"LE07_L1TP_041027_20110804_20160913_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.21905, 48.04257)",19.9375,"nldas_x86_y183",15190,0.217773438,"60787405",18.2447916666667,18.466796875
"1171",246,246,123,80,110,7,33,18,2011-08-04,1.4,1,"LE07_L1TP_041027_20110804_20160913_01_T1",96,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.20549, 48.04471)",19.9375,"nldas_x86_y183",15190,0.217773438,"60787405",18.2447916666667,18.466796875
"1172",195,189,125,126,77,7,34,18,2011-08-04,1.3,1,"LE07_L1TP_041027_20110804_20160913_01_T1",96,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.08573, 48.05163)",19.9375,"nldas_x86_y183",15190,0.217773438,"60787405",18.2447916666667,18.466796875
"1173",277,295,211,90,161,5,58.94763323,56,2011-08-12,1.8,10,"LT05_L1TP_041027_20110812_20160831_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.22965, 48.05392)",21.140625,"nldas_x86_y183",15198,1.643554688,"60787405",19.8625,20.982421875
"1174",183,189,145,91,104,7,40,21,2011-08-20,1.1,0,"LE07_L1TP_041027_20110820_20160913_01_T1",94,24342092,457803,48.11753,-114.05204,917.9,457803,"hu12_69132",6,14,42,1,8,152,72.63350301,2,0,0,10.74914903,1,0,0,0,0,61,0,0,2,0,0.4,2,697,183,639,"c(-114.05183, 48.11772)",21.328125,"nldas_x87_y184",15206,-0.72265625,"{8CEF2A34-0BA2-4F98-826F-05B43F1CB3B9}",21.2098958333333,20.53125
"1175",187,213,147,82,106,7,41,21,2011-08-20,1.6,0,"LE07_L1TP_041027_20110820_20160913_01_T1",92,24342092,457803,48.11753,-114.05204,917.9,457803,"hu12_69132",6,14,42,1,8,152,72.63350301,2,0,0,10.74914903,1,0,0,0,0,61,0,0,2,0,0.4,2,697,183,639,"c(-114.05733, 48.11912)",21.328125,"nldas_x87_y184",15206,-0.72265625,"{8CEF2A34-0BA2-4F98-826F-05B43F1CB3B9}",21.2098958333333,20.53125
"1176",177,164,102,140,82,7,15,20,2011-08-20,3,0,"LE07_L1TP_041027_20110820_20160913_01_T1",96,24342040,457981,48.12655,-114.04157,918,457981,"hu12_69132",5,13,39,1,9,138,72.07445702,28,0.016256991,0,43.1895412,0,0,0,0,2,68,0,0,3,1,0.3,4,652,183,497,"c(-114.03438, 48.12237)",19.953125,"nldas_x87_y185",15206,-0.6484375,"60787103",20.2411458333333,19.70703125
"1177",289,388,196,53,159,5,66,60,2011-08-28,0.7,9,"LT05_L1TP_041027_20110828_20160831_01_T1",90,24342014,458181,48.14583,-114.05131,916.5,458181,"hu12_69132",6,14,42,1,8,152,72.15384615,1,0,0,65.13580958,1,0,0,0,0,56,0,0,1,0,0.4,2,697,183,681,"c(-114.05298, 48.14415)",21.4765625,"nldas_x87_y185",15214,0.092773438,"60787063",20.3854166666667,20.9560546875
"1178",233,241,221,113,206,7,199,159,2005-07-18,1.2,0,"LE07_L1TP_041028_20050718_20160924_01_T1",93,4222182,317147,45.79499,-113.61702,1980.4,317147,"hu12_68454",3,14,47,0,8,151,72.2791175,4,0,0,0.034852002,NA,0,0,0,0,60,0,0,0,0,0.3,3,155,157,814,"c(-113.6165, 45.7942)",18.828125,"nldas_x91_y166",12982,2.129882813,"49978794",17.4317708333333,18.3955078125
"1179",257,330,270,122,252,5,77,51,2011-07-27,12,3,"LT05_L1TP_041029_20110727_20160831_01_T1",95,24181361,464694,44.51218,-115.91512,1541.3,464694,"hu12_70654",5,6,71,1,26,97,66.31491067,5,0,0,104.8562307,8,0,0,0,0,51,0,0,1,0,0.2,2,497,183,835,"c(-115.916, 44.511)",20.515625,"nldas_x72_y156",15182,-0.084960938,"42401455",20.9098958333333,20.771484375
"1180",201,211,231,137,154,5,76,51,2011-07-27,0.32,3,"LT05_L1TP_041029_20110727_20160831_01_T1",95,24181133,464465,45.128,-116.02158,1694.5,464465,"hu12_70633",4,6,47,1,15,79,63.16833977,7,0,0,10.92685175,8,0,0,0,0,40,0,0,1,0,0.3,4,497,178,830,"c(-116.022, 45.1283)",17.6875,"nldas_x71_y161",15182,0.40625,"42400777",17.9479166666667,17.9736328125
"1181",279,301,216.0619124,115,173,5,61,56,2011-08-03,1.6,5,"LT05_L1TP_042026_20110803_20160831_01_T1",97,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.21905, 48.04257)",19.3046875,"nldas_x86_y183",15189,1.278320313,"60787405",18.15625,18.2060546875
"1182",294,336,178,137,171,5,36,20,2011-08-03,1.4,5,"LT05_L1TP_042026_20110803_20160831_01_T1",96,120054065,457982,47.88577,-114.13341,880.6,457982,"hu12_69145",7,17,33,1,6,148,73.27491989,729,0.111916238,0,12.68691329,7,1,0,0,0,18,0,1,0,0,0.1,2,695,181,1628,"c(-114.20549, 48.04471)",19.3046875,"nldas_x86_y183",15189,1.278320313,"60787405",18.15625,18.2060546875
"1183",532.5,445.5,444,4,363,7,291,232,2007-09-17,0.659,12,"LE07_L1TP_042026_20070917_20160923_01_T1",95,24341846,458320,48.21204,-114.60058,1203.9,458320,"hu12_69117",4,18,28,0,3,152,75.00867586,29,0,0,0.016861219,8,0,0,0,0,43,0,0,1,0,0.3,2,697,183,1145,"c(-114.599456141, 48.2124098236)",15.9375,"nldas_x83_y185",13773,1.685546875,"60786583",16.9083333333333,16.2548828125
"1184",248,246,367,5,176,7,206,144,2011-08-11,2,27,"LE07_L1TP_042026_20110811_20160913_01_T1",58,24347781,459979,48.3589,-114.46706,944.6,459979,"hu12_69219",6,20,28,0,3,152,76,4,0,0,0.255895678,8,0,0,0,0,90,0,0,1,1,0.4,2,351,182,696,"c(-114.46785, 48.36017)",NA,NA,NA,NA,NA,NA,NA
"1185",222,212,276,16,155,7,119,75,2011-08-27,1.2,2,"LE07_L1TP_042026_20110827_20160913_01_T1",58,24347757,458861,48.38357,-114.36576,958.6,458861,"hu12_69227",6,20,29,0,3,152,75.86756757,5,0.018018018,0,0.258951234,1,3,0,0,0,70,0,0,5,1,0.4,2,351,183,523,"c(-114.36535, 48.38358)",21.078125,"nldas_x85_y187",15213,1.479492188,"67973908",20.4166666666667,20.7060546875
"1186",202,247,304,57,193,5,117,58,2011-08-03,3.2,5,"LT05_L1TP_042026_20110803_20160831_01_T1",87,24347749,459225,48.39613,-114.35967,947.6,459225,"hu12_69227",6,20,29,0,3,152,75.97192138,7,0.026741543,0,0.770348557,1,0,0,0,3,64,0,0,7,5,0.4,2,351,183,600,"c(-114.35941, 48.39386)",21.4375,"nldas_x85_y187",15189,1.880859375,"67973874",19.7234375,20.4033203125
"1187",111,158,207,60,117,5,71,25,2011-08-19,1.1,0,"LT05_L1TP_042026_20110819_20160831_01_T1",91,24347753,459214,48.39739,-114.41911,941.8,459214,"hu12_69217",6,20,29,0,3,152,75,0,0,0,73.68068046,4,2,0,0,0,32,0,0,30,11,0.4,2,351,183,875,"c(-114.41955, 48.39751)",18.59375,"nldas_x84_y187",15205,-1.6796875,"67973866",20.9635416666667,20.1845703125
"1188",209,252,192,125,164,5,66,23,2006-08-05,0.6,0,"LT05_L1TP_042026_20060805_20160911_01_T1",94,24347645,459068,48.52186,-114.56306,930.8,459068,"hu12_69204",6,15,42,0,9,152,76.9700816,1,0,0,81.77787018,9,1,1,0,0,59,0,0,0,1,0.4,2,351,168,878,"c(-114.56427, 48.52599)",21.1015625,"nldas_x83_y188",13365,-1.135742188,"67973608",22.8098958333333,21.7685546875
"1189",231,331,233,36,228,5,93,58,2011-08-03,0.2,5,"LT05_L1TP_042026_20110803_20160831_01_T1",81,120054074,457598,48.58755,-114.63716,973.3,457598,"hu12_69202",5,16,39,0,7,152,75.00243772,12,0,0,81.77787018,8,0,0,0,0,77,0,0,0,0,0.4,2,351,172,898,"c(-114.65423, 48.60327)",20.75,"nldas_x82_y188",15189,1.264648438,"67973446",18.9848958333333,19.4111328125
"1190",166,167,211,43,121,5,71,25,2011-08-19,2.1,0,"LT05_L1TP_042026_20110819_20160831_01_T1",92,24347521,458460,48.67185,-114.73145,1110.2,458460,"hu12_69200",5,14,37,1,4,146,74,2,0,0,66.69339509,NA,0,0,0,1,76,0,0,0,0,0.3,3,351,183,526,"c(-114.72211, 48.66819)",17.609375,"nldas_x82_y189",15205,-2.268554688,"67973268",19.8703125,19.1337890625
"1191",197,212,212,38,124,5,98,62,2011-08-19,0.6,0,"LT05_L1TP_042026_20110819_20160831_01_T1",91,24347517,459603,48.67569,-114.72405,1124.5,459603,"hu12_69200",4,13,36,1,5,135,74,1,0,0,68.60482177,8,0,0,0,1,87,0,0,0,0,0.3,4,351,183,678,"c(-114.7248, 48.67711)",18.1875,"nldas_x82_y189",15205,-2.268554688,"67973286",19.6203125,18.8759765625
"1192",262.4462046,248,191,137,96,5,40,22,2011-08-03,2.9,5,"LT05_L1TP_042026_20110803_20160831_01_T1",94,22887245,459448,48.71144,-114.8167,948.6,459448,"hu12_68557",5,16,32,1,4,141,74,11,0,0,30.93707296,5,1,0,0,1,71,0,0,0,0,0.2,3,283,183,928,"c(-114.81444, 48.70962)",20.78125,"nldas_x81_y189",15189,1.500976563,"60175816",19.2515625,19.619140625
"1193",532,448,353,138,299,7,183,130,2006-05-25,0.6,60,"LE07_L1TP_042026_20060525_20160924_01_T1",95,22887245,459448,48.71144,-114.8167,948.6,459448,"hu12_68557",5,16,32,1,4,141,74,11,0,0,30.93707296,5,1,0,0,1,71,0,0,0,0,0.2,3,283,183,928,"c(-114.81749, 48.71197)",17.0078125,"nldas_x81_y189",13293,1.606445313,"60175816",14.7182291666667,16.43359375
"1194",190,211,189,138,99,5,40,22,2006-08-05,1.9,0,"LT05_L1TP_042026_20060805_20160911_01_T1",94,22887197,459962,48.7347,-114.85841,914.4,459962,"hu12_68557",6,20,29,0,3,152,74,4,0,0,81.77787018,5,2,0,0,1,77,0,0,0,0,0.4,2,280,183,895,"c(-114.85915, 48.73537)",20.96875,"nldas_x81_y189",13365,-1.216796875,"60175760",22.2614583333333,21.1728515625
"1195",178,205,189,140,96,5,40,22,2006-08-05,0.8,0,"LT05_L1TP_042026_20060805_20160911_01_T1",96,22887015,460303,48.86502,-114.95028,903.4,460303,"hu12_68563",6,20,29,0,3,152,72.90852334,3,0.244299674,0,81.77787018,7,1,0,0,0,51,0,0,1,1,0.4,2,280,183,1075,"c(-114.94612, 48.86236)",21.5,"nldas_x80_y190",13365,-0.942382813,"60175472",23.2317708333333,22.1044921875
"1196",502,357,255,8,235,7,156,140,2007-07-31,0.24,0,"LE07_L1TP_042026_20070731_20160921_01_T1",97,9301511,317084,48.97878,-114.02206,1606.2,317084,"hu12_68308",1,13,32,1,6,111,68.05725922,4,0,0,0.017209001,NA,0,0,0,0,42,1,0,0,0,0.2,8,968,183,767,"c(-114.021839887, 48.9790285544)",19.1484375,"nldas_x87_y191",13725,0.579101563,"133435083",19.4760416666667,19.3525390625
"1197",494,569,204,105,293,7,106,66,2015-05-18,1.3,9,"LE07_L1TP_042026_20150518_20160903_01_T1",85,22886851,458063,48.69592,-115.3072,750.7,458063,"hu12_68577",4,11,40,1,9,134,71.08751553,20188,0.04698107,0,41.12969073,127,1,0,0,1,47,0,0,0,0,0.2,2,285,181,1130,"c(-115.1738, 48.9971)",NA,NA,NA,NA,NA,NA,NA
"1198",427,469,281,105,272,8,205,162,2015-07-29,3.5,8,"LC08_L1TP_042026_20150729_20170226_01_T1",85,22886851,458063,48.69592,-115.3072,750.7,458063,"hu12_68577",4,11,40,1,9,134,71.08751553,20188,0.04698107,0,41.12969073,127,1,0,0,1,47,0,0,0,0,0.2,2,285,181,1130,"c(-115.1738, 48.9971)",NA,NA,NA,NA,NA,NA,NA
"1199",443,582,557,52,428,5,257,176,1994-08-04,2.86,29,"LT05_L1TP_042027_19940804_20160927_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",23.28125,"nldas_x71_y173",8981,-1.125,"44291415",23.0901041666667,23.392578125
"1200",305,423,259,52,276,5,89,58,1995-05-19,1.07,26,"LT05_L1TP_042027_19950519_20160926_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",13.1953125,"nldas_x71_y173",9269,-0.766601563,"44291415",11.9166666666667,12.623046875
"1201",1200,1258,1429,10,1105,5,1214,1092,1995-09-08,5.61,68,"LT05_L1TP_042027_19950908_20160926_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",18.921875,"nldas_x71_y173",9381,-0.012695313,"44291415",20.4942708333333,20.650390625
"1202",223,238,216,52,205,5,121,122,1994-09-21,2.14,0,"LT05_L1TP_042027_19940921_20160926_01_T1",93,23634782,465715,46.60901,-116.15288,839.1,465715,"hu12_71941",9,16,38,1,10,146,59.08273322,279,0,0,17.16934886,8,0,0,0,0,54,0,0,0,0,0.3,3,885,168,849,"c(-115.915983745977, 46.8454617220038)",19.234375,"nldas_x71_y173",9029,-1.61328125,"44291415",18.4703125,18.482421875
